primaryTitle,startYear,averageRating,directors,genres,numVotes,originalTitle,runtimeMinutes,tconst,writers
Dune,2021,8.0,nm0898288,"Action,Adventure,Drama",638381,Dune: Part One,155,tt1160419,"nm3123612,nm0898288,nm0744839,nm0378541"
Nayattu,2021,8.1,nm3964043,"Crime,Thriller",7461,Nayattu,124,tt11604676,nm9909582
Carta para Além dos Muros,2019,8.3,nm11275514,Documentary,140,Carta para Além dos Muros,85,tt11614050,"nm11275514,nm11275516,nm1109100,nm7386148"
III,2019,8.8,nm2023590,Music,122,III,45,tt11616194,"nm2023590,nm0776372"
Varayan,2022,8.4,nm11280545,"Action,Drama",799,Varayan,143,tt11623854,nm11280546
Tootu Madike,2022,8.5,nm10493372,"Comedy,Drama,Mystery",817,Tootu Madike,130,tt11646442,"nm11288944,nm10505814,nm10493372,nm11288945"
Operation Java,2021,8.1,"nm11291284,nm9636648","Crime,Drama,Thriller",4476,Operation Java,146,tt11651550,nm11291284
Playing,2007,8.4,nm0184202,"Documentary,Drama",1207,Jogo de Cena,100,tt1165293,\N
Local Utpaat,2022,8.4,nm3752091,"Action,Comedy",342,Local Utpaat,\N,tt11653688,nm3752091
Girl Like You,2021,8.3,"nm4820704,nm9780833",Documentary,106,Girl Like You,75,tt11657324,"nm4820704,nm9780833"
Fred Jüssi. The Beauty of Being,2020,8.1,nm3658809,Documentary,135,Fred Jüssi. Olemise ilu,62,tt11657594,"nm11294220,nm3658809,nm10157157"
In the Dark of the Valley,2021,8.0,nm5716591,"Documentary,History",102,In the Dark of the Valley,101,tt11684668,\N
Kesari (Saffron),2020,8.3,nm3524177,Drama,151,Kesari (Saffron),154,tt11704354,nm8680464
The Breath,2009,8.0,nm2896395,"Action,Drama,Thriller",34066,Nefes: Vatan Sagolsun,128,tt1171701,"nm2895699,nm2887012,nm2896395"
Cycle,2021,9.2,nm11326838,Comedy,630,Cycle,127,tt11730576,\N
Chal Mera Putt 2,2020,8.9,nm7569493,Drama,3304,Chal Mera Putt 2,124,tt11737772,"nm4543764,nm13918907"
Maduve Madri Sari Hogtane,2020,9.2,nm11348058,Drama,135,Maduve Madri Sari Hogtane,\N,tt11779574,\N
Ajinkya,2021,9.2,nm11358335,Romance,756,Ajinkya,143,tt11779744,nm11358335
Ariel,2022,10.0,nm0614819,Drama,129,Ariel,\N,tt11790268,nm0614819
Najva Ashorai,2008,8.3,nm0006498,Documentary,124,Najva Ashorai,\N,tt1179449,nm0006498
Balaton retró,2007,8.2,nm0660537,Documentary,136,Balaton retró,82,tt1179760,nm2012385
Moscow. Dormitory area,2020,9.4,nm5954636,Documentary,138,Moscow. Dormitory area,46,tt11802110,nm5954636
Vaaranam Aayiram,2008,8.2,nm1069826,"Action,Drama,Musical",13302,Vaaranam Aayiram,169,tt1180583,"nm3585776,nm1069826"
Natsuki: The Movie,2018,8.1,nm8354685,"Biography,Comedy,Documentary",114,Natsuki: The Movie,61,tt11810432,\N
Aathva Rang Premacha,2022,8.6,nm11358276,Drama,756,Aathva Rang Premacha,120,tt11817054,"nm1334468,nm11358276"
Cold Waves,2007,8.0,nm0813285,Documentary,160,Cold Waves,108,tt1183136,\N
Dio: Dreamers Never Die,2022,8.5,"nm0034531,nm1848742",Documentary,782,Dio: Dreamers Never Die,127,tt11851698,\N
D Tour: A Tenacious Documentary,2008,8.1,nm1225956,"Documentary,Music",130,D Tour: A Tenacious Documentary,71,tt1185237,\N
Waltz with Bashir,2008,8.0,nm0284369,"Animation,Biography,Documentary",58390,Vals Im Bashir,90,tt1185616,nm0284369
Secrets of the Surface: The Mathematical Vision of Maryam Mirzakhani,2020,8.6,nm0190709,Documentary,375,Secrets of the Surface: The Mathematical Vision of Maryam Mirzakhani,\N,tt11858196,\N
Peepal Tree,2021,9.6,nm2518732,Drama,267,Peepal Tree,85,tt11860510,nm2518732
Swasthik,1998,8.1,nm1962192,"Action,Crime,Thriller",145,Swasthik,140,tt11867522,nm1962192
3 Idiots,2009,8.4,nm0386246,"Comedy,Drama",402502,3 Idiots,170,tt1187043,"nm0386246,nm0430785,nm0006765,nm2746459"
David Byrne's American Utopia,2020,8.2,nm0000490,"Documentary,Music,Musical",4727,American Utopia,105,tt11874226,nm0126154
The last people of Chernobyl 3,2020,8.3,nm11029421,Documentary,110,Ostatni Ludzie Czarnobyla 3,70,tt11874886,nm11029421
Far from Bashar,2020,8.3,nm0994412,Documentary,124,Loin de Bachar,76,tt11879314,\N
Joshua,2020,9.3,nm11388000,Thriller,482,Joshua,108,tt11880890,nm11388000
Isha,2020,8.1,nm0859074,"Drama,Horror",470,Isha,118,tt11880904,nm0859074
Dahan,1985,8.6,nm1345470,Drama,128,Dahan,120,tt1189030,nm1345470
Caught in the Net,2020,8.0,"nm11395736,nm1109731","Crime,Documentary",1491,V síti,100,tt11900404,"nm11395736,nm1109731"
Derek DelGaudio's In & Of Itself,2020,8.2,nm0000568,Documentary,4945,In & Of Itself,90,tt11916302,nm3668380
Days of Géants,2019,9.6,nm11405210,"Documentary,Sport",224,Days of Géants,71,tt11926728,nm11405210
Garuda Gamana Vrishabha Vahana,2021,8.4,nm8833077,"Crime,Drama,Thriller",7360,Garuda Gamana Vrishabha Vahana,151,tt11953248,nm8833077
Me Vasantrao,2021,9.5,nm4147929,Biography,502,Me Vasantrao,180,tt11960634,"nm4147929,nm3179723"
David Attenborough: A Life on Our Planet,2020,8.9,"nm0288144,nm1649287,nm0774582","Biography,Documentary",32521,David Attenborough: A Life on Our Planet,83,tt11989890,\N
The English Surgeon,2007,8.1,nm1668285,Documentary,734,The English Surgeon,94,tt1200060,\N
Harry Potter and the Deathly Hallows: Part 2,2011,8.1,nm0946734,"Adventure,Family,Fantasy",878882,Harry Potter and the Deathly Hallows - Part 2,130,tt1201607,"nm0460141,nm0746830"
My Brothers & Friends!,2020,8.3,nm11442870,Drama,132,My Brothers & Friends!,90,tt12019660,nm11442870
Playing for Change: Peace Through Music,2008,8.9,"nm1661465,nm1469160","Documentary,Music",106,Playing for Change: Peace Through Music,76,tt1202573,\N
Yuxu,2001,8.4,nm0019593,"Comedy,Romance",534,Yuxu,79,tt1204186,"nm0019593,nm2957470"
A House Divided,2020,8.3,"nm0098079,nm2020615","Comedy,Drama",191,A House Divided,91,tt12042866,nm0098079
Pratikshya,2022,9.3,nm8129277,Drama,1258,Pratikshya,137,tt12054850,"nm14250838,nm10104949,nm11459534"
Gran Torino,2008,8.1,nm0000142,Drama,778595,Gran Torino,116,tt1205489,"nm1010405,nm3164738"
The Area 51 Incident,2022,8.5,nm6294482,"Horror,Sci-Fi",251,The Area 51 Incident,81,tt12055088,"nm8448178,nm6789910"
Shakespeare and Victor Hugo's Intimacies,2008,8.1,nm2638662,"Crime,Documentary,Thriller",263,Intimidades de Shakespeare y Víctor Hugo,83,tt1206014,nm2638662
Tenets of the Maladjusted,2020,8.1,nm2777365,"Comedy,Drama",203,Tenets of the Maladjusted,90,tt12064936,"nm2777816,nm2777365"
Huttu Habbada Shubhashayagalu,2021,8.3,nm11469767,"Comedy,Mystery,Romance",698,Huttu Habbada Shubhashayagalu,135,tt12077762,\N
Quota,2020,8.4,nm9055203,Family,322,Quota,101,tt12077850,nm9055203
Chunky Shrapnel,2020,8.4,nm4347325,"Documentary,Music",159,Chunky Shrapnel,97,tt12084964,\N
Brahma,1992,8.7,nm0044584,Action,257,Brahma,130,tt1212067,"nm0664085,nm0664084"
Chitemma Mogudu,1992,8.6,nm0707952,Comedy,185,Chitemma Mogudu,140,tt1212075,\N
Rowdy Gari Pellam,1991,8.9,nm0433892,Drama,227,Rowdy Gari Pellam,\N,tt1212142,\N
Travel from Moscow to St. Petersburg on the ship Nikolai Karamzin,2020,9.6,nm5954636,Documentary,140,Travel from Moscow to St. Petersburg on the ship Nikolai Karamzin,69,tt12180672,nm5954636
Ip Man,2008,8.0,nm0948159,"Action,Biography,Drama",225413,Ip Man,106,tt1220719,"nm2774833,nm5335213"
The SpongeBob SquarePants Movie Rehydrated,2022,8.3,"nm11530167,nm11542041,nm11529594,nm0453424,nm12466403","Adventure,Animation,Comedy",137,The SpongeBob SquarePants Movie Rehydrated,87,tt12215472,"nm0384864,nm0238757,nm0384722,nm0651692,nm0819711,nm1196684,nm1705285,nm2812251"
Josiah,2020,8.1,nm5068950,Documentary,124,Josiah,95,tt12233622,\N
Luca,2008,8.0,nm2991775,"Documentary,Musical",122,Luca,90,tt1223450,"nm0064983,nm0260734,nm2991775,nm4464146"
Sith Wars: Episode I - The Return of the Sith,2021,8.1,nm6157331,"Action,Adventure,Fantasy",290,Sith Wars: Episódio I - O Regresso Dos Sith,94,tt12260790,nm6157331
Appu,2002,8.0,nm0700872,"Action,Comedy,Romance",289,Appu,140,tt12282108,"nm0700872,nm11562519,nm5703259"
Bhale Ramudu,1984,9.2,nm0201897,Family,170,Bhale Ramudu,147,tt1228962,\N
Khaidi Garu,1998,8.8,nm1119536,Action,302,Khaidi Garu,150,tt1228984,\N
Maa Inti Katha,1990,9.4,nm0836909,Family,182,Maa Inti Katha,120,tt1228988,\N
Maanavudu Daanavudu,1986,9.9,nm3003296,Family,137,Maanavudu Daanavudu,140,tt1228989,\N
Padmavyuham,1984,9.3,nm1465978,"Action,Drama",181,Padmavyuham,140,tt1228997,\N
Prathigna,1982,9.8,nm3003052,"Comedy,Family",149,Prathigna,136,tt1228999,"nm8989313,nm0766463"
Bernie Blackout,2020,8.2,nm7737222,Documentary,101,Bernie Blackout,88,tt12300682,\N
Born to Be an Influencer,2020,9.6,"nm11574567,nm5053941",Documentary,202,Born to Be an Influencer,\N,tt12308738,"nm11574567,nm5053941"
Aama,2020,8.3,nm8120704,Drama,124,Aama,112,tt12320684,nm8120704
Drishyam 2,2021,8.4,nm2572228,"Crime,Drama,Thriller",38007,Drishyam 2,152,tt12361178,nm2572228
Zack Snyder's Justice League,2021,8.0,nm0811583,"Action,Adventure,Fantasy",400359,Zack Snyder's Justice League,242,tt12361974,"nm0796950,nm0795975,nm0811583,nm0006516,nm3263825,nm1189346,nm0004170,nm0277730,nm0551376,nm0456158"
Barcelona - Madrid,2020,8.9,nm5954636,Documentary,134,Barcelona - Madrid,50,tt12372270,nm5954636
Software Blues,2022,8.7,nm11603831,Comedy,133,Software Blues,\N,tt12375868,nm11603841
Flower in the Gun Barrel,2008,8.5,nm1410462,Documentary,116,Flower in the Gun Barrel,86,tt1240543,nm1410462
Attack on Titan: Chronicle,2020,8.5,"nm2967345,nm2013928","Action,Adventure,Animation",10544,Shingeki no Kyojin: Chronicle,122,tt12415546,"nm4697729,nm11964394,nm1639992"
Dirty Hands: The Art and Crimes of David Choe,2008,8.0,nm2401722,"Biography,Crime,Documentary",201,Dirty Hands: The Art and Crimes of David Choe,93,tt1242867,\N
Donga Police,1992,8.9,nm0433892,"Action,Comedy,Drama",153,Donga Police,130,tt1244536,"nm3040020,nm3039398,nm0766463"
Prema Panjaram,1991,8.9,nm3039379,"Drama,Family",116,Prema Panjaram,138,tt1244614,"nm3039379,nm0664084,nm0664085"
Spicy Mac Project,2009,9.3,nm2371057,Comedy,110,Spicy Mac Project,90,tt1251495,"nm2371057,nm2369660,nm2992000,nm2347426,nm1421931,nm0188808,nm1130446"
"Live Fast, Die Young",2008,8.3,nm0156828,Drama,856,"Live Fast, Die Young",101,tt1253853,nm0156828
Incendies,2010,8.3,nm0898288,"Drama,Mystery",179610,Incendies,131,tt1255953,"nm0898288,nm1416431,nm4034068"
Angels & Airwaves: Start the Machine,2008,8.3,nm1593279,"Documentary,Music",247,Angels & Airwaves: Start the Machine,79,tt1260649,\N
Gulaal,2009,8.0,nm0440604,"Crime,Drama,Thriller",15206,Gulaal,140,tt1261047,"nm1758779,nm0440604,nm2779145,nm1666431,nm14129262"
An Early Frost,2010,8.0,nm0049460,"Comedy,Drama,History",498,Kao rani mraz,168,tt1264889,nm0049460
"Häm ziyarät, häm ticarät...",1995,8.0,nm0644183,"Comedy,Drama",166,"Häm ziyarät, häm ticarät...",81,tt1266068,\N
Tähminä,1993,8.7,nm0644183,"Drama,Romance",725,Tähminä,107,tt1266112,nm1075855
Idiot Prayer,2020,8.3,nm0147022,Music,309,Idiot Prayer,118,tt12721126,\N
Nenu C/o Nuvvu,2022,8.0,nm7556071,"Drama,Romance",2008,Nenu C/o Nuvvu,113,tt12735856,nm7556071
Bringing Godzilla Down to Size: The Art of Japanese Special Effects,2008,8.2,nm1616580,Documentary,112,Bringing Godzilla Down to Size: The Art of Japanese Special Effects,69,tt1276943,"nm0324272,nm0753257"
Now Here,2010,8.1,nm3101705,"Crime,Drama,Fantasy",120,Now Here,\N,tt1276974,nm3101705
The Stoning of Soraya M.,2008,8.0,nm0637493,Drama,20829,The Stoning of Soraya M.,116,tt1277737,"nm0637492,nm0637493,nm3120590"
The Garden of Sinners: Paradox Spiral,2008,8.0,"nm2014132,nm2110780","Action,Animation,Crime",1894,Gekijô ban Kara no kyôkai: Dai go shô - Mujun rasen,114,tt1278060,"nm2195555,nm1905117"
Freak Power: The Ballot or the Bomb,2020,8.3,"nm11769500,nm11769499","Biography,Documentary",117,Freak Power: The Ballot or the Bomb,94,tt12786756,"nm11769500,nm11769499"
Prema Yuddham,1990,8.9,nm1119681,Romance,102,Prema Yuddham,90,tt1279237,"nm1119681,nm0756580"
Srinivasa Kalyanam,1987,8.2,\N,Drama,110,Srinivasa Kalyanam,143,tt1279240,nm3044483
Däli Kür,1969,8.4,nm1150930,Drama,154,Däli Kür,93,tt1279422,nm1077928
Mähällä,2003,8.0,nm0268818,Comedy,417,Mähällä,126,tt1279462,"nm8701144,nm3107815"
A Wednesday,2008,8.1,nm3109770,"Action,Crime,Drama",79330,A Wednesday,104,tt1280558,nm3109770
Helsreach: The Movie,2019,9.0,nm6394461,Sci-Fi,961,Helsreach: The Movie,150,tt12820524,nm10333383
Cars of the Revolution,2008,8.0,nm1376035,Drama,12262,Devrim Arabalari,115,tt1282139,"nm1376035,nm1871687"
Sorry to Disturb,2008,8.0,nm0580727,"Comedy,Drama,Mystery",6200,Aasef ala el-iz'ag,116,tt1282371,nm1637154
Charitra,2020,8.5,"nm7548596,nm9233703","Drama,Mystery,Thriller",161,Charitra,120,tt12835910,"nm11791096,nm11789966,nm7548596,nm9233703"
Earthwork,2009,8.0,nm2197796,Drama,878,Earthwork,93,tt1283976,nm2197796
La próxima estación,2008,8.1,nm0812625,Documentary,153,La próxima estación,115,tt1284509,nm0812625
Break the Silence: The Movie,2020,8.1,nm10201503,"Documentary,Music",1910,Break the Silence: The Movie,89,tt12850582,\N
Veera Prathap,1987,9.4,nm0009775,"Action,Adventure,Comedy",164,Veera Prathap,144,tt1285143,\N
Blind Spot,2008,8.0,nm0233686,Documentary,162,Blind Spot,86,tt1285158,nm0233686
Cheruvaina Dooramaina,2021,8.9,nm2376855,Drama,252,Cheruvaina Dooramaina,111,tt12861616,\N
30 Years and 15 Minutes,2020,8.5,nm8934095,"Animation,Documentary",2666,30 Years and 15 Minutes,95,tt12865416,nm8934095
Kanchivaram,2008,8.1,nm0698184,Drama,692,Kanchivaram,117,tt1286811,nm0698184
"Kiran Bedi: Yes Madam, Sir",2008,8.2,nm0232432,Documentary,122,"Kiran Bedi: Yes Madam, Sir",95,tt1286871,"nm0232432,nm5043282"
Bonne année,2008,9.4,nm0073330,Drama,107,Bonne année,105,tt1288457,"nm2361603,nm0073330,nm0606977"
How I Learned to Fly,2022,8.2,nm0028968,Family,798,Leto kada sam naucila da letim,87,tt12885338,"nm5740695,nm5990478"
John Williams: Live in Vienna,2020,8.8,nm2489801,Music,104,John Williams: Live in Vienna,128,tt12888358,\N
My Octopus Teacher,2020,8.1,"nm11813828,nm1624755",Documentary,55908,My Octopus Teacher,85,tt12888462,"nm11813828,nm1624755"
Kanneri,2022,9.0,nm11821610,"Drama,Thriller",296,Kanneri,123,tt12909482,nm11821612
Warrior,2011,8.2,nm0640334,"Action,Drama,Sport",474961,Warrior,140,tt1291584,"nm0640334,nm3294574,nm0233561"
The Man Who Bottled Clouds,2009,8.0,nm0274380,Documentary,107,O Homem que Engarrafava Nuvens,107,tt1292565,\N
Living in Emergency,2008,8.0,nm0394233,Documentary,1058,Living in Emergency,93,tt1294182,\N
Larry,2022,8.4,nm2989218,Drama,315,Larry,108,tt12952376,"nm2989218,nm3845602"
Four White Shirts,1987,8.0,nm1058656,"Drama,Music,Romance",305,Elpojiet dzili,76,tt1296154,nm1315554
Christina,2010,8.6,nm0104487,Drama,109,Christina,90,tt1297921,nm0104487
Days of Géants II,2020,9.5,nm11405210,Documentary,199,Days of Géants II,80,tt12980094,nm11405210
Capra cu trei iezi,2022,8.2,nm5970946,"Horror,Thriller",1090,Capra cu trei iezi,83,tt12981538,"nm5970946,nm0187135"
Bala Gopaludu,1989,8.6,nm0707952,Drama,123,Bala Gopaludu,\N,tt1300342,\N
Bhale Donga,1989,8.5,nm0004630,"Action,Comedy,Drama",120,Bhale Donga,\N,tt1300343,"nm0766162,nm0004630"
Liverpool FC: The 30-Year Wait,2020,8.0,nm2616368,Documentary,170,Liverpool FC: The 30-Year Wait,90,tt13017850,\N
TharnType Special: Our Final Love,2020,8.1,nm13850052,Romance,632,TharnType Special: Our Final Love,80,tt13033542,\N
The Fright Before Christmas,2020,8.0,nm1503717,Horror,134,The Fright Before Christmas,\N,tt13046014,"nm2713918,nm1503717"
The Secret in Their Eyes,2009,8.2,nm0002728,"Drama,Mystery,Romance",211287,El secreto de sus ojos,129,tt1305806,"nm3160078,nm0002728"
The Soviet Story,2008,8.1,nm3159991,"Documentary,History,War",3334,The Soviet Story,86,tt1305871,nm3159991
Loving Neverland,2020,8.3,"nm11899117,nm11899118",Documentary,254,Loving Neverland,315,tt13092932,"nm11899118,nm11899117"
Colour Photo,2020,8.2,nm9159094,Drama,5785,Colour Photo,140,tt13097434,"nm9159094,nm6489803"
Extinction: The Facts,2020,8.5,nm1583111,Documentary,931,Extinction: The Facts,58,tt13099124,\N
Stevie Nicks 24 Karat Gold the Concert,2020,8.9,nm2359736,Music,104,Stevie Nicks 24 Karat Gold the Concert,135,tt13100448,\N
Beyond Our Ken,2008,8.3,"nm3172661,nm0907991",Documentary,829,Beyond Our Ken,88,tt1312229,nm0907991
Gurthunda Seethakalam,2022,8.7,nm5676658,"Drama,Romance",130,Gurthunda Seethakalam,141,tt13130370,nm5676658
The Cove,2009,8.4,nm2694309,"Biography,Crime,Documentary",49971,The Cove,92,tt1313104,nm0598531
High Expectations,2022,9.3,"nm0002345,nm1147357",Drama,102,High Expectations,115,tt13153678,"nm0861197,nm1147357"
Vol. 1 Dream the Name Is Rogells (Ruggells),2011,8.4,nm2654633,"Adventure,Romance",355,Vol. 1 Dream the Name Is Rogells (Ruggells),79,tt1316072,nm2654633
I Flip You Off for Four Hours,2020,8.5,nm2497546,Crime,294,I Flip You Off for Four Hours,242,tt13168272,nm2497546
Matto Ki Saikil,2020,8.1,nm11933124,Drama,396,Matto Ki Saikil,95,tt13174734,nm11953273
"Sacred Cow: The Nutritional, Environmental and Ethical Case for Better Meat",2020,8.1,nm11933892,Documentary,1368,"Sacred Cow: The Nutritional, Environmental and Ethical Case for Better Meat",80,tt13177004,nm2410803
Caesar and Cleopatra,2009,8.0,nm0005197,Comedy,108,Caesar and Cleopatra,130,tt1318049,nm0789737
Tari Sathe,2021,8.6,nm11935850,Family,571,Tari Sathe,119,tt13181612,\N
1 and 0 nly,2008,8.0,nm3167229,"Drama,Fantasy,Mystery",208,1 and 0 nly,84,tt1319553,nm3167229
Presumed Guilty,2008,8.1,"nm2370297,nm1668285",Documentary,1386,Presunto culpable,87,tt1320254,\N
Truth in 24,2008,8.1,"nm3191494,nm3191197","Documentary,Sport",528,Truth in 24,95,tt1320302,\N
The Three Deaths of Marisela Escobedo,2020,8.1,nm4202258,"Crime,Documentary",1772,Las tres muertes de Marisela Escobedo,109,tt13206564,\N
Abhijaan,2022,9.1,nm1913625,Drama,154,Abhijaan,160,tt13224254,"nm1913625,nm3374598,nm12522323"
Nirbandham,2020,8.4,nm7019609,"Crime,Thriller",481,Nirbandham,83,tt13231270,nm7019609
"Godspeed, Los Polacos!",2020,8.7,nm4208006,"Adventure,Documentary,History",105,"Godspeed, Los Polacos!",88,tt13235810,\N
Lost Course,2019,8.1,nm11960959,Documentary,117,Lost Course,179,tt13236440,\N
The Mole: Undercover in North Korea,2020,8.3,nm1366561,"Documentary,Thriller",4610,The Mole: Undercover in North Korea,123,tt13243898,nm1366561
Missing: Search vs Revenge,2021,8.7,nm11966453,"Mystery,Thriller",1649,Missing: Search vs Revenge,133,tt13247118,nm11966453
Héliopolis,2021,8.0,nm8792482,"Drama,History",331,Héliopolis,116,tt13271970,"nm12049145,nm8792482,nm12049146,nm4128503"
32 Hours 7 minutes,2013,8.1,nm1324633,Documentary,142,32 Hours 7 minutes,101,tt1329299,\N
The Great Indian Kitchen,2021,8.2,nm7253286,"Comedy,Drama",8886,The Great Indian Kitchen,100,tt13299890,nm7253286
Bomma Blockbuster,2022,8.7,nm10450045,"Action,Comedy,Drama",2017,Bomma Blockbuster,123,tt13304584,nm10450045
Yellow Gangs,2022,8.0,nm10807830,"Crime,Drama,Thriller",1088,Yellow Gangs,\N,tt13304732,"nm10807834,nm10807830"
Crazy Uncles,2021,9.2,nm12188755,Comedy,916,Crazy Uncles,102,tt13306898,nm6579579
Vay Babam Vay!,2021,8.0,nm8315359,Comedy,237,Vay Babam Vay!,91,tt13324510,"nm8315359,nm12002811"
199 Lives: The Travis Pastrana Story,2008,8.2,nm2285549,"Documentary,Sport",307,199 Lives: The Travis Pastrana Story,124,tt1332471,\N
Rallalo Neeru,2020,8.5,nm5807514,Drama,2039,Rallalo Neeru,105,tt13357492,nm5807514
313,2008,8.3,nm3233125,Drama,111,313,110,tt1337437,nm3233125
L'encerclement - La démocratie dans les rets du néolibéralisme,2008,8.4,nm3234345,"Documentary,History",129,L'encerclement - La démocratie dans les rets du néolibéralisme,160,tt1339081,"nm3234345,nm3419464"
Jana Gana Mana,2022,8.3,nm8920189,"Crime,Drama,Thriller",13406,Jana Gana Mana,162,tt13391710,nm8920190
Our Popcorn Movie Dystopia - Some More News: The Movie,2020,8.6,nm1680365,Comedy,108,Our Popcorn Movie Dystopia - Some More News: The Movie,136,tt13391734,"nm4030127,nm3890517"
Aapthamitra,2004,8.3,nm0890864,"Drama,Horror,Thriller",1146,Aapthamitra,100,tt1339248,"nm1598271,nm1432116,nm0890864"
"Oceans Apart: Greed, Betrayal and Pacific Island Rugby",2020,8.5,"nm12042091,nm10821250","Documentary,Sport",491,"Oceans Apart: Greed, Betrayal and Pacific Island Rugby",59,tt13411840,\N
The Generation of Evil,2021,8.1,nm2543774,"Crime,Drama",934,Piktuju Karta,114,tt13419036,"nm3556602,nm2543774"
Jayanti,2021,8.3,nm9103100,Drama,2566,Jayanti,144,tt13440294,"nm13013447,nm9103100,nm2590575"
